Nível_da_estrutura_de_tópicos;EDT;Nome;Duração (dias);Início;Término;Predecessoras;Sucessoras;Predecessoras de EDT;Sucessoras de EDT;Crítica
4;2.19.1.1;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE CONTRAPISO EM ARGAMASSA TRAÇO 1:4 (CIM E AREIA), EM BETONEIRA 400 L, ESPESSURA 3 CM ÁREAS SECAS E 3 CM ÁREAS MOLHADAS, PARA EDIFICAÇÃO HABITACIONAL UNIFAMILIAR (CASA) E EDIFICAÇÃO PÚBLICA PADRÃO. AF_11/2014;4.36 ;08/07/2025 10:47;14/07/2025 14:41;"370;375";"427;428";"2.13.2.1;2.13.4";"2.18.2.1;2.18.2.2";Não
3;2.19.2;PISOS INTERNOS;78.82 ;29/07/2025 13:40;17/11/2025 11:15;;;;;Sim
4;2.19.2.1;REVESTIMENTO CERÂMICO PARA PISO COM PLACAS TIPO PORCELANATO DE DIMENSÕES 45X45 CM APLICADA EM AMBIENTES DE ÁREA ENTRE 5 M² E 10 M². AF_02/2023_PE;6.81 ;29/07/2025 13:40;07/08/2025 11:07;389;"442;257";2.15.1.1;"2.19.3.1;2.12.4.2.1";Não
4;2.19.2.2;PISO VINÍLICO SEMI-FLEXÍVEL EM PLACAS, PADRÃO LISO, ESPESSURA 3,2 MM, FIXADO COM COLA. AF_06/2018;13.26 ;29/10/2025 09:11;17/11/2025 11:15;453;"480;442";2.20.2.4;"3;2.19.3.1";Sim
3;2.19.3;RODAPÉS;1.42 ;17/11/2025 11:15;18/11/2025 15:34;;;;;Sim
4;2.19.3.1;RODAPÉ CERÂMICO DE 7CM DE ALTURA COM PLACAS TIPO ESMALTADA EXTRA DE DIMENSÕES 45X45CM. AF_02/2023;1.42 ;17/11/2025 11:15;18/11/2025 15:34;"439;440";"480;443";"2.19.2.1;2.19.2.2";"3;2.19.4";Sim
3;2.19.4;Conclusão do piso, soleiras e rodapés;1.13 ;18/11/2025 15:34;19/11/2025 16:34;442;480;2.19.3.1;3;Sim
2;2.20;PINTURAS;67.19 ;25/07/2025 16:38;29/10/2025 09:11;;;;;Não
3;2.20.1;TETOS;30.16 ;25/07/2025 16:38;05/09/2025 17:55;;;;;Não
4;2.20.1.1;EMASSAMENTO DESCONSIDERADO POR TRATAR-SE DE FORRO EM DRYWALL COM TRATAMENTO DE JUNTAS JÁ PREVISTO NA INSTALAÇÃO;1.13 ;25/07/2025 16:38;28/07/2025 17:38;"429;430";;"2.18.2.3;2.18.2.4";;Não
4;2.20.1.2;APLICAÇÃO DE FUNDO SELADOR LÁTEX PVA EM TETO, UMA DEMÃO. AF_06/2014;2.14 ;20/08/2025 16:04;22/08/2025 17:10;425;448;2.18.1.1;2.20.1.3;Sim
4;2.20.1.3;APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX PVA EM TETO, DUAS DEMÃOS. AF_06/2014;10.09 ;22/08/2025 17:10;05/09/2025 17:55;447;"310;452;450";2.20.1.2;"2.12.5.4.1;2.20.2.3;2.20.2.1";Sim
3;2.20.2;PAREDES;37.03 ;05/09/2025 17:55;29/10/2025 09:11;;;;;Sim
4;2.20.2.1;APLICAÇÃO MANUAL DE FUNDO SELADOR ACRÍLICO EM PAREDES EXTERNAS DE CASAS. AF_06/2014;2.76 ;05/09/2025 17:55;10/09/2025 16:02;448;"311;451";2.20.1.3;"2.12.5.4.2;2.20.2.2";Não
4;2.20.2.2;APLICAÇÃO E LIXAMENTO DE MASSA LÁTEX EM PAREDES, DUAS DEMÃOS. AF_06/2014;19.03 ;18/09/2025 16:11;15/10/2025 16:27;"452;450";453;"2.20.2.3;2.20.2.1";2.20.2.4;Sim
4;2.20.2.3;APLICAÇÃO DE FUNDO SELADOR ACRÍLICO EM PAREDES, UMA DEMÃO. AF_06/2014;8.78 ;05/09/2025 17:55;18/09/2025 16:11;448;"451;454";2.20.1.3;"2.20.2.2;2.20.2.5";Sim
4;2.20.2.4;APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM PAREDES, DUAS DEMÃOS. AF_06/2014;9.22 ;15/10/2025 16:27;29/10/2025 09:11;451;"480;406;404;411;268;264;440;462";2.20.2.2;"3;2.16.4.1;2.16.3.1;2.16.6.1;2.12.4.4.1;2.12.4.3.1;2.19.2.2;2.20.5";Sim
4;2.20.2.5;PINTURA EPOXI, DUAS DEMAOS;8.79 ;18/09/2025 16:11;03/10/2025 15:37;452;"480;456;460";2.20.2.3;"3;2.20.3.1;2.20.4.1";Não
3;2.20.3;ESQUADRIAS EM MADEIRA;14.06 ;03/10/2025 15:37;23/10/2025 16:05;;;;;Não
4;2.20.3.1;KIT DE PORTA DE MADEIRA PARA PINTURA, SEMI-OCA (LEVE OU MÉDIA), PADRÃO MÉDIO, 70X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, FECHADURA COM EXECUÇÃO DO FURO - FORNECIMENTO E INSTALAÇÃO. AF_12/2019;1.27 ;03/10/2025 15:37;07/10/2025 10:25;454;"480;457";2.20.2.5;"3;2.20.3.2";Não
4;2.20.3.2;KIT DE PORTA DE MADEIRA PARA PINTURA, SEMI-OCA (LEVE OU MÉDIA), PADRÃO MÉDIO, 80X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, FECHADURA COM EXECUÇÃO DO FURO - FORNECIMENTO E INSTALAÇÃO. AF_12/2019;11.11 ;07/10/2025 10:25;22/10/2025 11:19;456;"480;458";2.20.3.1;"3;2.20.3.3";Não
4;2.20.3.3;KIT DE PORTA DE MADEIRA PARA PINTURA, SEMI-OCA (LEVE OU MÉDIA), PADRÃO MÉDIO, 90X210CM, ESPESSURA DE 3,5CM, ITENS INCLUSOS: DOBRADIÇAS, MONTAGEM E INSTALAÇÃO DO BATENTE, FECHADURA COM EXECUÇÃO DO FURO - FORNECIMENTO E INSTALAÇÃO. AF_12/2019;1.47 ;22/10/2025 11:19;23/10/2025 16:05;457;480;2.20.3.2;3;Não
3;2.20.4;ESQUADRIAS EM FERRO;2.51 ;03/10/2025 15:37;08/10/2025 10:40;;;;;Não
4;2.20.4.1;PINTURA COM TINTA ALQUÍDICA DE FUNDO (TIPO ZARCÃO) APLICADA A ROLO OU PINCEL SOBRE SUPERFÍCIES METÁLICAS (EXCETO PERFIL) EXECUTADO EM OBRA (POR DEMÃO). AF_01/2020;0.89 ;03/10/2025 15:37;06/10/2025 16:37;454;461;2.20.2.5;2.20.4.2;Não
4;2.20.4.2;PINTURA COM TINTA ALQUÍDICA DE ACABAMENTO (ESMALTE SINTÉTICO BRILHANTE) PULVERIZADA SOBRE SUPERFÍCIES METÁLICAS (EXCETO PERFIL) EXECUTADO EM OBRA (02 DEMÃOS). AF_01/2020_PE;1.38 ;06/10/2025 16:37;08/10/2025 10:40;460;480;2.20.4.1;3;Não
3;2.20.5;Conclusão Pintura;0;29/10/2025 09:11;29/10/2025 09:11;453;480;2.20.2.4;3;Não
2;2.21;URBANIZAÇÃO/CERCAMENTO / CALÇAMENTO;26.83 ;08/08/2025 17:38;16/09/2025 16:14;;;;;Não
3;2.21.1;CALÇADAS / PISOS EXTERNOS / PÁTIO DE MANOBRA / RAMPAS DE ACESSO;12.41 ;19/08/2025 16:56;05/09/2025 11:14;;;;;Não
4;2.21.1.1;EXECUÇÃO DE PASSEIO (CALÇADA) OU PISO DE CONCRETO COM CONCRETO MOLDADO IN LOCO, USINADO, ACABAMENTO CONVENCIONAL, ESPESSURA 10 CM, ARMADO. AF_07/2016;12.41 ;19/08/2025 16:56;05/09/2025 11:14;467;469;2.21.2.1;2.21.3.1;Não
3;2.21.2;MEIO FIO PARA CERCAMENTO/CANTEIRO;6.91 ;08/08/2025 17:38;19/08/2025 16:56;;;;;Não
4;2.21.2.1;ASSENTAMENTO DE GUIA (MEIO-FIO) EM TRECHO CURVO, CONFECCIONADA EM CONCRETO PRÉ-FABRICADO, DIMENSÕES 100X15X13X20 CM (COMPRIMENTO X BASE INFERIOR X BASE SUPERIOR X ALTURA), PARA URBANIZAÇÃO INTERNA DE EMPREENDIMENTOS. AF_06/2016;6.91 ;08/08/2025 17:38;19/08/2025 16:56;"325;245;227;202;308";465;"2.12.5.5.7;2.12.3.3.3;2.12.2.3.3;2.12.1.1.3.3;2.12.5.3.9";2.21.1.1;Não
3;2.21.3;VEGETAÇÃO - GRAMA;7.5 ;05/09/2025 11:14;16/09/2025 16:14;;;;;Não
4;2.21.3.1;PLANTIO DE GRAMA BATATAIS EM PLACAS;7.5 ;05/09/2025 11:14;16/09/2025 16:14;465;"480;470";2.21.1.1;"3;2.21.4";Não
3;2.21.4;Conclusão Urbanização, cercamento e calçamento;0;16/09/2025 16:14;16/09/2025 16:14;469;480;2.21.3.1;3;Não
2;2.22;EQUIPAMENTOS E ACESSÓRIOS;0;06/01/2025 07:00;06/01/2025 07:00;;;;;Não
3;2.22.1;AR CONDICIONADOS;0;06/01/2025 07:00;06/01/2025 07:00;;;;;Não
4;2.22.1.1;AR CONDICIONADO SPLIT INVERTER, HI-WALL (PAREDE), 9000 BTU/H, CICLO FRIO - FORNECIMENTO E INSTALAÇÃO. AF_11/2021_PE;0;06/01/2025 07:00;06/01/2025 07:00;1;"480;478";1;"3;2.23.2";Não
4;2.22.1.2;AR CONDICIONADO SPLIT INVERTER, HI-WALL (PAREDE), 24000 BTU/H, CICLO FRIO - FORNECIMENTO E INSTALAÇÃO. AF_11/2021_PE;0;06/01/2025 07:00;06/01/2025 07:00;1;"480;478";1;"3;2.23.2";Não
4;2.22.1.3;TUBO EM COBRE FLEXÍVEL, DN 3/8, COM ISOLAMENTO, INSTALADO EM FORRO, PARA RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO, INCLUSO FIXADOR. AF_11/2021;0;06/01/2025 07:00;06/01/2025 07:00;1;"480;478";1;"3;2.23.2";Não
2;2.23;DRENOS DOS AR CONDICIONADOS;140.35 ;06/01/2025 07:00;21/07/2025 11:50;;;;;Não
3;2.23.1;PONTO DE DRENO TUBULAÇÃO Ø 25 mm PVC SOLDÁVEL PARA AR-CONDICIONADO, INCLUSIVE CONEXÕES E PROTEÇÃO TÉRMICA;9.13 ;08/07/2025 10:47;21/07/2025 11:50;"370;375";"429;430";"2.13.2.1;2.13.4";"2.18.2.3;2.18.2.4";Sim
3;2.23.2;Conclusão Urbanização, cercamento e calçamento;0;06/01/2025 07:00;06/01/2025 07:00;"473;474;475";480;"2.22.1.1;2.22.1.2;2.22.1.3";3;Não
1;3;Fim;0;19/11/2025 16:34;19/11/2025 16:34;"113;114;116;117;131;205;218;237;241;248;442;440;453;454;469;364;304;305;306;307;308;317;342;361;385;398;402;404;406;409;411;417;419;425;461;70;421;432;433;458;456;457;310;312;19;28;29;31;34;35;37;39;45;47;134;473;474;475;48;71;386;412;422;434;443;462;470;478;20;21;22";;"2.9.3.1;2.9.3.2;2.9.4.1;2.9.4.2;2.9.7.2;2.12.1.1.4.2;2.12.2.1.2;2.12.3.2.1.2;2.12.3.2.2.3;2.12.3.4.2;2.19.3.1;2.19.2.2;2.20.2.4;2.20.2.5;2.21.3.1;2.12.6.2.2;2.12.5.3.5;2.12.5.3.6;2.12.5.3.7;2.12.5.3.8;2.12.5.3.9;2.12.5.4.8;2.12.5.7.10;2.12.6.1.17;2.14.3.3;2.16.1.4;2.16.2.3;2.16.3.1;2.16.4.1;2.16.5.2;2.16.6.1;2.17.2.1";;Sim
